,STATE/UT,DISTRICT,STATE/UT_enc,DISTRICT_enc
7022,MADHYA PRADESH,UJJAIN,19,765
7023,MADHYA PRADESH,UMARIYA,19,767
7024,MADHYA PRADESH,VIDISHA,19,781
7026,MAHARASHTRA,AHMEDNAGAR,20,7
7027,MAHARASHTRA,AKOLA,20,11
7028,MAHARASHTRA,AMRAVATI COMMR.,20,22
7029,MAHARASHTRA,AMRAVATI RURAL,20,23
7030,MAHARASHTRA,AURANGABAD COMMR.,20,41
7031,MAHARASHTRA,AURANGABAD RURAL,20,42
7032,MAHARASHTRA,BEED,20,79
7033,MAHARASHTRA,BHANDARA,20,90
7034,MAHARASHTRA,BULDHANA,20,120
7035,MAHARASHTRA,CHANDRAPUR,20,141
7036,MAHARASHTRA,DHULE,20,207
7037,MAHARASHTRA,GADCHIROLI,20,246
7038,MAHARASHTRA,GONDIA,20,267
7039,MAHARASHTRA,HINGOLI,20,296
7040,MAHARASHTRA,JALGAON,20,332
7041,MAHARASHTRA,JALNA,20,333
7042,MAHARASHTRA,KOLHAPUR,20,421
7043,MAHARASHTRA,LATUR,20,455
7044,MAHARASHTRA,MUMBAI COMMR.,20,504
7045,MAHARASHTRA,MUMBAI RLY.,20,505
7046,MAHARASHTRA,NAGPUR COMMR.,20,519
7047,MAHARASHTRA,NAGPUR RLY.,20,520
7048,MAHARASHTRA,NAGPUR RURAL,20,521
7049,MAHARASHTRA,NANDED,20,527
7050,MAHARASHTRA,NANDURBAR,20,528
7051,MAHARASHTRA,NASIK COMMR.,20,532
7052,MAHARASHTRA,NASIK RURAL,20,533
7053,MAHARASHTRA,NAVI MUMBAI,20,535
7054,MAHARASHTRA,OSMANABAD,20,554
7055,MAHARASHTRA,PARBHANI,20,568
7056,MAHARASHTRA,PUNE COMMR.,20,591
7057,MAHARASHTRA,PUNE RLY.,20,592
7058,MAHARASHTRA,PUNE RURAL,20,593
7059,MAHARASHTRA,RAIGAD,20,601
7060,MAHARASHTRA,RATNAGIRI,20,626
7061,MAHARASHTRA,SANGLI,20,649
7062,MAHARASHTRA,SATARA,20,656
7063,MAHARASHTRA,SINDHUDURG,20,687
7064,MAHARASHTRA,SOLAPUR COMMR.,20,698
7065,MAHARASHTRA,SOLAPUR RURAL,20,699
7066,MAHARASHTRA,THANE COMMR.,20,732
7067,MAHARASHTRA,THANE RURAL,20,733
7068,MAHARASHTRA,WARDHA,20,796
7069,MAHARASHTRA,WASHIM,20,797
7070,MAHARASHTRA,YAVATMAL,20,804
7072,MANIPUR,BISHNUPUR,21,109
7073,MANIPUR,CHANDEL,21,138
7074,MANIPUR,CHURACHANDPUR,21,156
7075,MANIPUR,CID,21,158
7076,MANIPUR,IMPHAL EAST,21,308
7077,MANIPUR,IMPHAL WEST,21,309
7078,MANIPUR,SENAPATI,21,662
7079,MANIPUR,TAMENGLONG,21,727
7080,MANIPUR,THOUBAL,21,742
7081,MANIPUR,UKHRUL,21,766
7083,MEGHALAYA,GARO HILLS EAST,22,254
7084,MEGHALAYA,GARO HILLS SOUTH,22,255
7085,MEGHALAYA,GARO HILLS WEST,22,256
7086,MEGHALAYA,JAINTIA HILLS,22,320
7087,MEGHALAYA,KHASI HILLS EAST,22,404
7088,MEGHALAYA,KHASI HILLS WEST,22,405
7089,MEGHALAYA,RI-BHOI,22,631
7091,MIZORAM,AIZAWL,23,9
7092,MIZORAM,CHAMPHAI,23,137
7093,MIZORAM,KOLASIB,23,420
7094,MIZORAM,LAWNGTLAI,23,456
7095,MIZORAM,LUNGLEI,23,464
7096,MIZORAM,MAMIT,23,479
7097,MIZORAM,SAIHA,23,643
7098,MIZORAM,SERCHHIP,23,664
7100,NAGALAND,DIMAPUR,24,210
7101,NAGALAND,KIPHIRE,24,412
7102,NAGALAND,KOHIMA,24,417
7103,NAGALAND,LONGLENG,24,460
7104,NAGALAND,MOKOKCHUNG,24,496
7105,NAGALAND,MON,24,497
7106,NAGALAND,PEREN,24,578
7107,NAGALAND,PHEK,24,579
7108,NAGALAND,TUENSANG,24,758
7109,NAGALAND,WOKHA,24,801
7110,NAGALAND,ZUNHEBOTO,24,805
7112,ODISHA,ANGUL,25,31
7113,ODISHA,BALASORE,25,54
7114,ODISHA,BARAGARH,25,67
7115,ODISHA,BERHAMPUR,25,84
7116,ODISHA,BHADRAK,25,88
7117,ODISHA,BOLANGIR,25,113
7118,ODISHA,BOUDH,25,117
7119,ODISHA,CUTTACK,25,173
7120,ODISHA,DCP BBSR,25,188
7121,ODISHA,DCP CTC,25,189
7122,ODISHA,DEOGARH,25,191
7123,ODISHA,DHENKANAL,25,204
7124,ODISHA,GAJAPATI,25,247
7125,ODISHA,GANJAM,25,251
7126,ODISHA,JAGATSINGHPUR,25,317
7127,ODISHA,JAJPUR,25,328
7128,ODISHA,JHARSUGUDA,25,352
7129,ODISHA,KALAHANDI,25,366
7130,ODISHA,KANDHAMAL,25,371
7131,ODISHA,KENDRAPARA,25,396
7132,ODISHA,KEONJHAR,25,397
7133,ODISHA,KHURDA,25,410
7134,ODISHA,KORAPUT,25,428
7135,ODISHA,MALKANGIR,25,478
7136,ODISHA,MAYURBHANJ,25,488
7137,ODISHA,NAYAGARH,25,539
7138,ODISHA,NOWRANGPUR,25,552
7139,ODISHA,NUAPADA,25,553
7140,ODISHA,PURI,25,595
7141,ODISHA,RAYAGADA,25,627
7142,ODISHA,ROURKELA,25,635
7143,ODISHA,SAMBALPUR,25,648
7144,ODISHA,SONEPUR,25,701
7145,ODISHA,SRP(CUTTACK),25,713
7146,ODISHA,SRP(ROURKELA),25,714
7147,ODISHA,SUNDARGARH,25,721
7149,PUNJAB,AMRITSAR RURAL,27,26
7150,PUNJAB,BARNALA,27,72
7151,PUNJAB,BATALA,27,77
7152,PUNJAB,BHATINDA,27,93
7153,PUNJAB,CP AMRITSAR,27,163
7154,PUNJAB,CP JALANDHAR,27,164
7155,PUNJAB,CP LUDHIANA,27,165
7156,PUNJAB,FARIDKOT,27,229
7157,PUNJAB,FATEHGARH SAHIB,27,232
7158,PUNJAB,FEROZPUR,27,236
7159,PUNJAB,G.R.P,27,238
7160,PUNJAB,GURDASPUR,27,279
7161,PUNJAB,HOSHIARPUR,27,300
7162,PUNJAB,JALANDHAR RURAL,27,330
7163,PUNJAB,KAPURTHALA,27,380
7164,PUNJAB,KHANNA,27,401
7165,PUNJAB,LUDHIANA RURAL,27,463
7166,PUNJAB,MANSA,27,485
7167,PUNJAB,MOGA,27,495
7168,PUNJAB,MUKTSAR,27,502
7169,PUNJAB,PATIALA,27,573
7170,PUNJAB,ROPAR,27,634
7171,PUNJAB,SANGRUR,27,650
7172,PUNJAB,SAS NGR,27,655
7173,PUNJAB,SBS NAGAR,27,659
7174,PUNJAB,TARN TARAN,27,729
7176,RAJASTHAN,AJMER,28,10
7177,RAJASTHAN,ALWAR,28,17
7178,RAJASTHAN,BANSWARA,28,65
7179,RAJASTHAN,BARAN,28,69
7180,RAJASTHAN,BARMER,28,71
7181,RAJASTHAN,BHARATPUR,28,91
7182,RAJASTHAN,BHILWARA,28,95
7183,RAJASTHAN,BIKANER,28,106
7184,RAJASTHAN,BUNDI,28,121
7185,RAJASTHAN,CHITTORGARH,28,155
7186,RAJASTHAN,CHURU,28,157
7187,RAJASTHAN,DAUSA,28,186
7188,RAJASTHAN,DHOLPUR,28,205
7189,RAJASTHAN,DUNGARPUR,28,216
7190,RAJASTHAN,G.R.P. AJMER,28,240
7191,RAJASTHAN,G.R.P. JODHPUR,28,241
7192,RAJASTHAN,GANGANAGAR,28,250
7193,RAJASTHAN,HANUMANGARH,28,287
7194,RAJASTHAN,JAIPUR EAST,28,322
7195,RAJASTHAN,JAIPUR NORTH,28,323
7196,RAJASTHAN,JAIPUR RURAL,28,324
7197,RAJASTHAN,JAIPUR SOUTH,28,325
7198,RAJASTHAN,JAISALMER,28,327
7199,RAJASTHAN,JALORE,28,334
7200,RAJASTHAN,JHALAWAR,28,349
7201,RAJASTHAN,JHUNJHUNU,28,353
7202,RAJASTHAN,JODHPUR CITY,28,356
7203,RAJASTHAN,JODHPUR RURAL,28,358
7204,RAJASTHAN,KARAULI,28,382
7205,RAJASTHAN,KOTA CITY,28,432
7206,RAJASTHAN,KOTA RURAL,28,433
7207,RAJASTHAN,NAGAUR,28,518
7208,RAJASTHAN,PALI,28,560
7209,RAJASTHAN,PRATAPGARH,28,587
7210,RAJASTHAN,RAJSAMAND,28,616
7211,RAJASTHAN,SAWAI MADHOPUR,28,658
7212,RAJASTHAN,SIKAR,28,683
7213,RAJASTHAN,SIROHI,28,691
7214,RAJASTHAN,TONK,28,751
7215,RAJASTHAN,UDAIPUR,28,760
7217,SIKKIM,EAST,29,218
7218,SIKKIM,NORTH,29,546
7219,SIKKIM,SOUTH,29,705
7220,SIKKIM,WEST,29,799
7222,TAMIL NADU,ARIYALUR,30,35
7223,TAMIL NADU,CHENNAI,30,145
7224,TAMIL NADU,CHENNAI RLY.,30,146
7225,TAMIL NADU,CHENNAISUBURBAN,30,147
7226,TAMIL NADU,COIMBATORE RURAL,30,160
7227,TAMIL NADU,COIMBATORE URBAN,30,161
7228,TAMIL NADU,CUDDALORE,30,171
7229,TAMIL NADU,DHARMAPURI,30,200
7230,TAMIL NADU,DINDIGUL,30,211
7231,TAMIL NADU,ERODE,30,224
7232,TAMIL NADU,KANCHIPURAM,30,370
7233,TAMIL NADU,KANYAKUMARI,30,379
7234,TAMIL NADU,KARUR,30,388
7235,TAMIL NADU,KRISHNAGIRI,30,439
7236,TAMIL NADU,MADURAI RURAL,30,467
7237,TAMIL NADU,MADURAI URBAN,30,468
7238,TAMIL NADU,NAGAPATTINAM,30,517
7239,TAMIL NADU,NAMAKKAL,30,526
7240,TAMIL NADU,NILGIRIS,30,544
7241,TAMIL NADU,PERAMBALUR,30,577
7242,TAMIL NADU,PUDUKOTTAI,30,589
7243,TAMIL NADU,RAMNATHAPURAM,30,621
7244,TAMIL NADU,SALEM RURAL,30,644
7245,TAMIL NADU,SALEM URBAN,30,645
7246,TAMIL NADU,SIVAGANGAI,30,695
7247,TAMIL NADU,THANJAVUR,30,734
7248,TAMIL NADU,THENI,30,735
7249,TAMIL NADU,THIRUNELVELI RURAL,30,736
7250,TAMIL NADU,THIRUNELVELI URBAN,30,737
7251,TAMIL NADU,THIRUVALLUR,30,738
7252,TAMIL NADU,THIRUVANNAMALAI,30,739
7253,TAMIL NADU,THIRUVARUR,30,740
7254,TAMIL NADU,THOOTHUGUDI,30,741
7255,TAMIL NADU,TIRUPPUR,30,750
7256,TAMIL NADU,TRICHY RLY.,30,752
7257,TAMIL NADU,TRICHY RURAL,30,753
7258,TAMIL NADU,TRICHY URBAN,30,754
7259,TAMIL NADU,VELLORE,30,780
7260,TAMIL NADU,VILLUPURAM,30,785
7261,TAMIL NADU,VIRUDHUNAGAR,30,787
7263,TRIPURA,DHALAI,31,195
7264,TRIPURA,G.R.P.,31,239
7265,TRIPURA,NORTH,31,546
7266,TRIPURA,SOUTH,31,705
7267,TRIPURA,WEST,31,799
7269,UTTAR PRADESH,AGRA,32,4
7270,UTTAR PRADESH,ALIGARH,32,13
7271,UTTAR PRADESH,ALLAHABAD,32,15
7272,UTTAR PRADESH,AMBEDKAR NAGAR,32,21
7273,UTTAR PRADESH,AURAIYA,32,39
7274,UTTAR PRADESH,AZAMGARH,32,44
7275,UTTAR PRADESH,BADAUN,32,45
7276,UTTAR PRADESH,BAGHPAT,32,50
7277,UTTAR PRADESH,BAHRAICH,32,51
7278,UTTAR PRADESH,BALLIA,32,55
7279,UTTAR PRADESH,BALRAMPUR,32,58
7280,UTTAR PRADESH,BANDA,32,59
7281,UTTAR PRADESH,BARABANKI,32,66
7282,UTTAR PRADESH,BAREILLY,32,70
7283,UTTAR PRADESH,BASTI,32,76
7284,UTTAR PRADESH,BIJNOR,32,105
7285,UTTAR PRADESH,BULANDSHAHAR,32,119
7286,UTTAR PRADESH,CHANDOLI,32,140
7287,UTTAR PRADESH,CHITRAKOOT DHAM,32,153
7288,UTTAR PRADESH,CSM NAGAR,32,170
7289,UTTAR PRADESH,DEORIA,32,193
7290,UTTAR PRADESH,ETAH,32,225
7291,UTTAR PRADESH,ETAWAH,32,226
7292,UTTAR PRADESH,FAIZABAD,32,227
7293,UTTAR PRADESH,FATEHGARH,32,231
7294,UTTAR PRADESH,FATEHPUR,32,233
7295,UTTAR PRADESH,FIROZABAD,32,237
7296,UTTAR PRADESH,G.R.P.,32,239
7297,UTTAR PRADESH,GAUTAMBUDH NAGAR,32,257
7298,UTTAR PRADESH,GHAZIABAD,32,259
7299,UTTAR PRADESH,GHAZIPUR,32,260
7300,UTTAR PRADESH,GONDA,32,266
7301,UTTAR PRADESH,GORAKHPUR,32,269
7302,UTTAR PRADESH,HAMIRPUR,32,284
7303,UTTAR PRADESH,HARDOI,32,289
7304,UTTAR PRADESH,HATHRAS,32,292
7305,UTTAR PRADESH,J.P.NAGAR,32,314
7306,UTTAR PRADESH,JALAUN,32,331
7307,UTTAR PRADESH,JAUNPUR,32,345
7308,UTTAR PRADESH,JHANSI,32,350
7309,UTTAR PRADESH,KANNAUJ,32,374
7310,UTTAR PRADESH,KANPUR NAGAR,32,377
7311,UTTAR PRADESH,KANSHIRAM NAGAR,32,378
7312,UTTAR PRADESH,KAUSHAMBI,32,394
7313,UTTAR PRADESH,KHIRI,32,407
7314,UTTAR PRADESH,KUSHI NAGAR,32,445
7315,UTTAR PRADESH,LALITPUR,32,453
7316,UTTAR PRADESH,LUCKNOW,32,461
7317,UTTAR PRADESH,MAHARAJGANJ,32,470
7318,UTTAR PRADESH,MAHOBA,32,473
7319,UTTAR PRADESH,MAINPURI,32,474
7320,UTTAR PRADESH,MATHURA,32,486
7321,UTTAR PRADESH,MAU,32,487
7322,UTTAR PRADESH,MEERUT,32,490
7323,UTTAR PRADESH,MIRZAPUR,32,494
7324,UTTAR PRADESH,MORADABAD,32,498
7325,UTTAR PRADESH,MUZAFFARNAGAR,32,509
7326,UTTAR PRADESH,PILIBHIT,32,580
7327,UTTAR PRADESH,PRATAPGARH,32,587
7328,UTTAR PRADESH,RAIBAREILLY,32,599
7329,UTTAR PRADESH,RAMABAI NAGAR,32,617
7330,UTTAR PRADESH,RAMPUR,32,622
7331,UTTAR PRADESH,SAHARANPUR,32,640
7332,UTTAR PRADESH,SANT KABIRNAGAR,32,651
7333,UTTAR PRADESH,SHAHJAHANPUR,32,666
7334,UTTAR PRADESH,SHRAWASTI,32,675
7335,UTTAR PRADESH,SIDHARTHNAGAR,32,680
7336,UTTAR PRADESH,SITAPUR,32,694
7337,UTTAR PRADESH,SONBHADRA,32,700
7338,UTTAR PRADESH,ST.RAVIDASNAGAR,32,715
7339,UTTAR PRADESH,SULTANPUR,32,720
7340,UTTAR PRADESH,UNNAO,32,770
7341,UTTAR PRADESH,VARANASI,32,779
7343,UTTARAKHAND,ALMORA,33,16
7344,UTTARAKHAND,BAGESHWAR,33,49
7345,UTTARAKHAND,CHAMOLI,33,135
7346,UTTARAKHAND,CHAMPAWAT,33,136
7347,UTTARAKHAND,DEHRADUN,33,190
7348,UTTARAKHAND,HARIDWAR,33,290
7349,UTTARAKHAND,NAINITAL,33,522
7350,UTTARAKHAND,PAURI GARHWAL,33,576
7351,UTTARAKHAND,PITHORAGARH,33,581
7352,UTTARAKHAND,RUDRA PRAYAG,33,636
7353,UTTARAKHAND,TEHRI GARHWAL,33,731
7354,UTTARAKHAND,UDHAMSINGH NAGAR,33,763
7355,UTTARAKHAND,UTTARKASHI,33,774
7357,WEST BENGAL,24 PARGANAS NORTH,34,0
7358,WEST BENGAL,24 PARGANAS SOUTH,34,1
7359,WEST BENGAL,ASANSOL,34,37
7360,WEST BENGAL,BANKURA,34,64
7361,WEST BENGAL,BIRBHUM,34,108
7362,WEST BENGAL,BURDWAN,34,122
7363,WEST BENGAL,COOCHBEHAR,34,162
7364,WEST BENGAL,DAKSHIN DINAJPUR,34,177
7365,WEST BENGAL,DARJEELING,34,183
7366,WEST BENGAL,HOOGHLY,34,298
7367,WEST BENGAL,HOWRAH,34,301
7368,WEST BENGAL,HOWRAH G.R.P.,34,303
7369,WEST BENGAL,JALPAIGURI,34,335
7370,WEST BENGAL,KHARAGPUR G.R.P.,34,402
7371,WEST BENGAL,KOLKATA,34,422
7372,WEST BENGAL,MALDA,34,477
7373,WEST BENGAL,MURSHIDABAD,34,508
7374,WEST BENGAL,NADIA,34,515
7375,WEST BENGAL,PASCHIM MIDNAPUR,34,569
7376,WEST BENGAL,PURAB MIDNAPUR,34,594
7377,WEST BENGAL,PURULIA,34,597
7378,WEST BENGAL,SEALDAH G.R.P.,34,660
7379,WEST BENGAL,SILIGURI G.R.P.,34,684
7380,WEST BENGAL,UTTAR DINAJPUR,34,772
7382,A & N ISLANDS,ANDAMAN,0,30
7383,A & N ISLANDS,NICOBAR,0,543
7385,CHANDIGARH,CHANDIGARH,5,139
7387,D & N HAVELI,D and N HAVELI,7,175
7389,DAMAN & DIU,DAMAN,8,179
7390,DAMAN & DIU,DIU,8,213
7392,DELHI UT,CAW,9,128
7393,DELHI UT,CENTRAL,9,131
7394,DELHI UT,CRIME BRANCH,9,166
7396,DELHI UT,EAST,9,218
7397,DELHI UT,EOW,9,220
7398,DELHI UT,GRP(RLY),9,272
7399,DELHI UT,IGI AIRPORT,9,307
7400,DELHI UT,NEW DELHI,9,542
7401,DELHI UT,NORTH,9,546
7402,DELHI UT,NORTH-EAST,9,550
7403,DELHI UT,NORTH-WEST,9,551
7404,DELHI UT,OUTER,9,555
7405,DELHI UT,SOUTH,9,705
7406,DELHI UT,SOUTH-EAST,9,708
7407,DELHI UT,SOUTH-WEST,9,709
7408,DELHI UT,STF,9,716
7409,DELHI UT,WEST,9,799
7410,LAKSHADWEEP,LAKSHADWEEP,18,452
7412,PUDUCHERRY,KARAIKAL,26,381
7413,PUDUCHERRY,PUDUCHERRY,26,588
7415,ANDHRA PRADESH,ADILABAD,1,3
7416,ANDHRA PRADESH,ANANTAPUR,1,28
7417,ANDHRA PRADESH,CHITTOOR,1,154
7418,ANDHRA PRADESH,CUDDAPAH,1,172
7419,ANDHRA PRADESH,CYBERABAD,1,174
7420,ANDHRA PRADESH,EAST GODAVARI,1,219
7421,ANDHRA PRADESH,GUNTAKAL RLY.,1,276
7422,ANDHRA PRADESH,GUNTUR,1,277
7423,ANDHRA PRADESH,GUNTUR URBAN,1,278
7424,ANDHRA PRADESH,HYDERABAD CITY,1,304
7425,ANDHRA PRADESH,KARIMNAGAR,1,386
7426,ANDHRA PRADESH,KHAMMAM,1,399
7427,ANDHRA PRADESH,KRISHNA,1,438
7428,ANDHRA PRADESH,KURNOOL,1,443
7429,ANDHRA PRADESH,MAHABOOBNAGAR,1,469
7430,ANDHRA PRADESH,MEDAK,1,489
7431,ANDHRA PRADESH,NALGONDA,1,525
7432,ANDHRA PRADESH,NELLORE,1,541
7433,ANDHRA PRADESH,NIZAMABAD,1,545
7434,ANDHRA PRADESH,PRAKASHAM,1,586
7435,ANDHRA PRADESH,RAJAHMUNDRY,1,610
7436,ANDHRA PRADESH,RANGA REDDY,1,624
7437,ANDHRA PRADESH,SECUNDERABAD RLY.,1,661
7438,ANDHRA PRADESH,SRIKAKULAM,1,711
7439,ANDHRA PRADESH,TIRUPATHI URBAN,1,749
7440,ANDHRA PRADESH,VIJAYAWADA CITY,1,783
7441,ANDHRA PRADESH,VIJAYAWADA RLY.,1,784
7442,ANDHRA PRADESH,VISAKHA RURAL,1,788
7443,ANDHRA PRADESH,VISAKHAPATNAM,1,789
7444,ANDHRA PRADESH,VIZIANAGARAM,1,790
7445,ANDHRA PRADESH,WARANGAL,1,794
7446,ANDHRA PRADESH,WARANGAL URBAN,1,795
7447,ANDHRA PRADESH,WEST GODAVARI,1,800
7449,ARUNACHAL PRADESH,ANJAW,2,32
7450,ARUNACHAL PRADESH,CHANGLANG,2,142
7451,ARUNACHAL PRADESH,DIBANG VALLEY,2,208
7452,ARUNACHAL PRADESH,K/KUMEY,2,363
7453,ARUNACHAL PRADESH,KAMENG EAST,2,367
7454,ARUNACHAL PRADESH,KAMENG WEST,2,368
7455,ARUNACHAL PRADESH,LOHIT,2,459
7456,ARUNACHAL PRADESH,PAPUM PARE,2,567
7457,ARUNACHAL PRADESH,RURAL,2,637
7458,ARUNACHAL PRADESH,SIANG EAST,2,676
7459,ARUNACHAL PRADESH,SIANG UPPER,2,677
7460,ARUNACHAL PRADESH,SIANG WEST,2,678
7461,ARUNACHAL PRADESH,SUBANSIRI LOWER,2,717
7462,ARUNACHAL PRADESH,SUBANSIRI UPPER,2,718
7463,ARUNACHAL PRADESH,TAWANG,2,730
7464,ARUNACHAL PRADESH,TIRAP,2,748
7465,ARUNACHAL PRADESH,UPPER DIBANG VALLEY,2,771
7467,ASSAM,BARPETA,3,73
7468,ASSAM,BASKA,3,75
7469,ASSAM,BONGAIGAON,3,114
7470,ASSAM,C.I.D.,3,125
7471,ASSAM,CACHAR,3,126
7472,ASSAM,CHIRANG,3,151
7473,ASSAM,DARRANG,3,184
7474,ASSAM,DHEMAJI,3,203
7475,ASSAM,DHUBRI,3,206
7476,ASSAM,DIBRUGARH,3,209
7477,ASSAM,G.R.P.,3,239
7478,ASSAM,GOALPARA,3,262
7479,ASSAM,GOLAGHAT,3,264
7480,ASSAM,GUWAHATI CITY,3,281
7481,ASSAM,HAILAKANDI,3,283
7482,ASSAM,JORHAT,3,360
7483,ASSAM,KAMRUP,3,369
7484,ASSAM,KARBI ANGLONG,3,383
7485,ASSAM,KARIMGANJ,3,385
7486,ASSAM,KOKRAJHAR,3,418
7487,ASSAM,LAKHIMPUR,3,450
7488,ASSAM,MORIGAON,3,500
7489,ASSAM,N.C.HILLS,3,514
7490,ASSAM,NAGAON,3,516
7491,ASSAM,NALBARI,3,524
7492,ASSAM,R.P.O.,3,598
7493,ASSAM,SIBSAGAR,3,679
7494,ASSAM,SONITPUR,3,703
7495,ASSAM,TINSUKIA,3,747
7496,ASSAM,UDALGURI,3,761
7498,BIHAR,ARARIA,4,34
7499,BIHAR,ARWAL,4,36
7500,BIHAR,AURANGABAD,4,40
7501,BIHAR,BAGAHA,4,47
7502,BIHAR,BANKA,4,63
7503,BIHAR,BEGUSARAI,4,80
7504,BIHAR,BETTIAH,4,85
7505,BIHAR,BHABHUA,4,87
7506,BIHAR,BHAGALPUR,4,89
7507,BIHAR,BHOJPUR,4,99
7508,BIHAR,BUXAR,4,124
7509,BIHAR,DARBHANGA,4,182
7510,BIHAR,GAYA,4,258
7511,BIHAR,GOPALGANJ,4,268
7512,BIHAR,JAMALPUR RLY.,4,336
7513,BIHAR,JAMUI,4,342
7514,BIHAR,JEHANABAD,4,346
7515,BIHAR,KATIHAR,4,391
7516,BIHAR,KATIHAR RLY.,4,392
7517,BIHAR,KHAGARIA,4,398
7518,BIHAR,KISHANGANJ,4,413
7519,BIHAR,LAKHISARAI,4,451
7520,BIHAR,MADHEPURA,4,465
7521,BIHAR,MADHUBANI,4,466
7522,BIHAR,MOTIHARI,4,501
7523,BIHAR,MUNGER,4,507
7524,BIHAR,MUZAFFARPUR,4,510
7525,BIHAR,MUZAFFARPUR RLY.,4,511
7526,BIHAR,NALANDA,4,523
7527,BIHAR,NAUGACHIA,4,534
7528,BIHAR,NAWADAH,4,537
7529,BIHAR,PATNA,4,574
7530,BIHAR,PATNA RLY.,4,575
7531,BIHAR,PURNEA,4,596
7532,BIHAR,ROHTAS,4,633
7533,BIHAR,SAHARSA,4,641
7534,BIHAR,SAMASTIPUR,4,646
7535,BIHAR,SARAN,4,653
7536,BIHAR,SHEIKHPURA,4,668
7537,BIHAR,SHEOHAR,4,669
7538,BIHAR,SITAMARHI,4,693
7539,BIHAR,SIWAN,4,696
7540,BIHAR,SUPAUL,4,722
7541,BIHAR,VAISHALI,4,777
7543,CHHATTISGARH,BALRAMPUR,6,58
7544,CHHATTISGARH,BILASPUR,6,107
7545,CHHATTISGARH,BIZAPUR,6,110
7546,CHHATTISGARH,DANTEWARA,6,181
7547,CHHATTISGARH,DHAMTARI,6,196
7548,CHHATTISGARH,DURG,6,217
7549,CHHATTISGARH,GARIYABAND,6,253
7550,CHHATTISGARH,GRP RAIPUR,6,271
7551,CHHATTISGARH,JAGDALPUR,6,318
7552,CHHATTISGARH,JANJGIR,6,343
7553,CHHATTISGARH,JASHPUR,6,344
7554,CHHATTISGARH,KABIRDHAM,6,364
7555,CHHATTISGARH,KANKER,6,373
7556,CHHATTISGARH,KORBA,6,429
7557,CHHATTISGARH,KORIYA,6,430
7558,CHHATTISGARH,MAHASAMUND,6,471
7559,CHHATTISGARH,NARAYANPUR,6,529
7560,CHHATTISGARH,RAIGARH,6,602
7561,CHHATTISGARH,RAIPUR,6,608
7562,CHHATTISGARH,RAJNANDGAON,6,614
7563,CHHATTISGARH,SARGUJA,6,654
7564,CHHATTISGARH,SURAJPUR,6,723
7566,GOA,NORTH GOA,10,548
7567,GOA,SOUTH GOA,10,706
7569,GUJARAT,AHMEDABAD COMMR.,11,5
7570,GUJARAT,AHMEDABAD RURAL,11,6
7571,GUJARAT,AHWA-DANG,11,8
7572,GUJARAT,AMRELI,11,24
7573,GUJARAT,ANAND,11,27
7574,GUJARAT,BHARUCH,11,92
7575,GUJARAT,BHAVNAGAR,11,94
7576,GUJARAT,CID CRIME,11,159
7577,GUJARAT,DAHOD,11,176
7578,GUJARAT,GANDHINAGAR,11,249
7579,GUJARAT,HIMATNAGAR,11,295
7580,GUJARAT,JAMNAGAR,11,338
7581,GUJARAT,JUNAGADH,11,361
7582,GUJARAT,KHEDA NORTH,11,406
7583,GUJARAT,KUTCH (EAST(G)),11,447
7584,GUJARAT,KUTCH (WEST-BHUJ),11,448
7585,GUJARAT,MEHSANA,11,491
7586,GUJARAT,NARMADA,11,530
7587,GUJARAT,NAVSARI,11,536
7588,GUJARAT,PALANPUR,11,559
7589,GUJARAT,PANCHMAHAL,11,563
7590,GUJARAT,PATAN,11,570
7591,GUJARAT,PORBANDAR,11,584
7592,GUJARAT,RAJKOT COMMR.,11,612
7593,GUJARAT,RAJKOT RURAL,11,613
7594,GUJARAT,SURAT COMMR.,11,724
7595,GUJARAT,SURAT RURAL,11,725
7596,GUJARAT,SURENDRANAGAR,11,726
7597,GUJARAT,TAPI,11,728
7598,GUJARAT,VADODARA COMMR.,11,775
7599,GUJARAT,VADODARA RURAL,11,776
7600,GUJARAT,VALSAD,11,778
7601,GUJARAT,W.RLY AHMEDABAD,11,792
7602,GUJARAT,W.RLY VADODARA,11,793
7604,HARYANA,AMBALA,12,18
7605,HARYANA,BHIWANI,12,98
7606,HARYANA,FARIDABAD,12,228
7607,HARYANA,FATEHABAD,12,230
7608,HARYANA,GRP,12,270
7609,HARYANA,GURGAON,12,280
7610,HARYANA,HISSAR,12,297
7611,HARYANA,JHAJJAR,12,348
7612,HARYANA,JIND,12,354
7613,HARYANA,KAITHAL,12,365
7614,HARYANA,KARNAL,12,387
7615,HARYANA,KURUKSHETRA,12,444
7616,HARYANA,MAHENDRAGARH,12,472
7617,HARYANA,MEWAT,12,492
7618,HARYANA,PALWAL,12,561
7619,HARYANA,PANCHKULA,12,562
7620,HARYANA,PANIPAT,12,565
7621,HARYANA,REWARI,12,630
7622,HARYANA,ROHTAK,12,632
7623,HARYANA,SIRSA,12,692
7624,HARYANA,SONIPAT,12,702
7625,HARYANA,YAMUNANAGAR,12,803
7627,HIMACHAL PRADESH,BADDIPOLICEDIST,13,46
7628,HIMACHAL PRADESH,BILASPUR,13,107
7629,HIMACHAL PRADESH,CHAMBA,13,134
7630,HIMACHAL PRADESH,CID,13,158
7631,HIMACHAL PRADESH,G.R.P.,13,239
